PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
4190,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",35137,LC/MS Pos Early,100001412,2210,312.1303,135501639,2140-67-2,,HMDB0004824,1.0497,1.4684,1.4161,1.2091,0.2575,1.0548,1.8278,1.0661,0.6024,0.9132,0.515,0.8109,0.6571,0.9324,1.6545,1.1429,0.9503,0.1103
111,"N2,N6-diacetyllysine",Amino Acid,Lysine Metabolism,48455,LC/MS Neg,100006124,1604,229.1194,91827,499-86-5,,,2.5429,0.5715,0.8504,2.4186,1.499,0.9798,0.7784,0.684,1.2831,0.595,0.9391,0.9393,0.6712,1.4187,1.702,1.1753,1.0202,1.1613
109,"N2-acetyl,N6-methyllysine",Amino Acid,Lysine Metabolism,62954,LC/MS Pos Early,100020546,2168,203.139,,,,,0.9958,0.219,0.2698,0.9597,1.0469,0.219,0.219,0.7515,0.219,0.7085,3.0241,1.5006,0.2953,2.5918,0.219,1.0042,1.2713,3.2838
106,N2-acetyllysine,Amino Acid,Lysine Metabolism,36751,LC/MS Neg,100001721,828.3,187.1088,92907,1946-82-3,C12989,HMDB0000446,0.9875,0.4517,0.632,1.2409,0.8022,1.0125,0.7126,0.6035,0.7724,0.5946,1.0859,1.0611,0.9459,1.0979,1.2127,1.1091,1.1844,1.353
116,"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,1498,LC/MS Pos Early,189,2825,189.1598,440120,23284-33-5,C03793,HMDB0001325,0.6647,0.5132,0.6774,1.142,1.4198,0.9025,1.4445,0.8441,2.2125,0.7772,0.4731,1.0975,1.3903,0.6708,3.3762,1.4932,1.3448,0.8692
115,"N6,N6-dimethyllysine",Amino Acid,Lysine Metabolism,62862,LC/MS Pos Early,100020417,2831,175.1441,193344,2259-86-1,C05545,HMDB0013287,0.3207,0.2889,0.2889,0.6536,1.4279,0.7996,1.9513,0.2889,2.2161,0.2889,0.2889,0.655,1.2004,0.2889,3.4485,1.5302,0.4889,0.2889
107,N6-acetyllysine,Amino Acid,Lysine Metabolism,36752,LC/MS Polar,100001734,2612.6,187.1088,92832,692-04-6,C02727,HMDB0000206,0.8768,0.8489,0.878,1.0239,1.3509,1.0186,1.4893,0.5749,1.2714,0.9478,0.7697,1.198,1.1128,0.793,3.2686,1.2908,0.9814,0.9499
4162,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",35157,LC/MS Neg,100001415,2164,411.127,161466,24719-82-2,,HMDB0041623,1.0144,0.7321,0.7196,1.8524,0.4728,1.0825,1.2361,1.4061,0.8971,0.9856,0.8272,0.9738,0.9604,1.1392,1.3343,1.105,1.2357,0.6206
113,N6-carboxyethyllysine,Amino Acid,Lysine Metabolism,37458,LC/MS Polar,100001769,4124,217.1194,23400779,02/03/5746,,,1.0786,0.8148,1.2041,1.2725,1.2648,0.9214,0.7029,0.6538,0.8483,1.1311,0.6817,0.8836,0.8076,0.9048,1.9403,1.1416,1.21,1.1175
1435,N6-carboxymethyllysine,Carbohydrate,Advanced Glycation End-product,36713,LC/MS Pos Early,100001768,2500,205.1183,123800,03/04/5746,,HMDB0240347,1.0151,0.8637,1.1973,1.4382,1.096,0.8018,0.8914,0.6495,0.9863,1.0137,0.7508,0.8174,0.8568,0.7551,2.105,1.1207,1.3107,1.2069
114,N6-methyllysine,Amino Acid,Lysine Metabolism,62860,LC/MS Pos Early,100003415,2831,161.1285,164795,1188-07-4,C02728,HMDB0002038,0.6905,0.5873,0.5024,1.083,2.2686,1.1653,2.3915,0.7963,2.8624,0.336,0.5359,1.0135,1.5435,0.4508,4.5733,2.2309,0.9865,0.8852
4172,N6-succinyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",48130,LC/MS Polar,100001664,3421,382.1004,165243,4542-23-8,,HMDB0000912,0.8904,0.8544,0.4259,1.3716,1.5401,0.9551,1.7995,1.0449,2.9912,0.2997,0.3377,0.7903,1.2466,0.4117,3.1985,1.9657,1.134,0.6124
4975,naringenin,Xenobiotics,Food Component/Plant,44663,LC/MS Neg,100000920,3437,271.0612,932,67604-48-2,C00509,HMDB0002670,0.5003,0.4161,0.996,0.4565,0.3886,0.7014,0.2242,1.004,0.6159,1.0908,2.6181,1.8716,2.0912,1.5282,0.5621,1.5448,2.3845,66.2172
4969,naringenin 7-glucuronide,Xenobiotics,Food Component/Plant,54924,LC/MS Neg,100010898,3144,447.0933,,,,,2.9775,0.8415,1.114,1.6587,0.7762,1.144,1.3113,0.9592,0.7849,0.867,0.1876,0.8282,0.6619,1.0408,0.8525,1.2988,2.1727,1.4719
1549,nervonate (24:1n9)*,Lipid,Long Chain Monounsaturated Fatty Acid,52674,LC/MS Neg,100001231,6804,365.3425,5281120,506-37-6,C08323,HMDB0002368,0.1703,0.1703,0.1703,0.1703,0.1703,0.1703,1,0.1703,1.0741,0.1703,0.1703,0.1703,0.3886,0.1703,2.3534,0.1703,0.1703,0.1703
4981,nicotianamine,Xenobiotics,Food Component/Plant,43026,LC/MS Pos Early,100004035,1800,304.1503,9882882,34441-14-0,C05324,,1.3464,1.479,1.4761,1.3325,0.7628,1.1086,2.3589,1.2593,1.2509,1.0984,0.597,0.5454,0.361,0.8525,0.6625,0.9016,0.6654,0.3184
4302,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,594,LC/MS Pos Early,432,1942,123.0553,936,98-92-0,C00153,HMDB0001406,0.9309,1.0691,0.7216,0.9278,0.5439,1.3261,2.9646,1.1425,1.5117,0.493,0.6495,2.1175,2.0548,0.7425,3.6382,2.2433,0.7193,0.5622
4313,nicotinamide N-oxide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,39582,LC/MS Pos Early,100002763,877,139.0502,72661,1986-81-8,,HMDB0002730,2.6805,1.3302,1.4485,3.0537,1.5669,2.3145,1.4106,0.8831,1.8833,0.7207,0.2199,1,0.9708,0.6379,0.8683,0.9094,0.1901,0.1901
4305,nicotinamide riboside,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,33013,LC/MS Pos Early,100001310,2040,255.0976,439924,1341-23-7,C03150,HMDB0000855,1.015,0.366,0.4327,0.985,0.7468,0.8833,0.4852,1.0608,0.5537,0.7386,1.3389,1.5657,1.1984,1.579,0.7214,1.4362,1.4034,3.6814
4299,nicotinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1504,LC/MS Pos Early,567,1673,124.0393,938,59-67-6,C00253,HMDB0001488,0.9469,0.0777,0.3762,1.3443,3.4005,0.6701,0.4039,1.5736,4.0744,0.8316,1.4902,0.3857,0.7641,0.7713,1.0531,1.426,2.3328,1.6606
4300,nicotinate ribonucleoside,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,33471,LC/MS Pos Early,100001316,1536,256.0816,161233,2625-49-2,C05841,HMDB0006809,1.1164,0.864,1.0938,0.7274,0.7208,0.6749,2.4009,1.8397,1.7491,1.0977,2.2838,0.8045,0.285,1.5225,0.6438,1.0669,0.9331,0.7968
1565,nisinate (24:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57810,LC/MS Neg,100015785,5657,355.2643,11792612,68378-49-4,,HMDB0013025,0.0987,0.0987,0.0987,0.4632,1.6926,0.3913,1.3398,0.4701,3.7159,0.0987,0.0987,4.476,1.2441,0.0987,6.3801,0.7559,0.5642,0.0987
1516,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,1356,LC/MS Neg,892,6068,297.2799,12591,646-30-0,C16535,HMDB0000772,0.3711,0.4695,0.5473,1.1752,0.9264,1.0736,2.0548,1.28,2.2095,0.5355,0.6897,2.129,2.2397,0.6658,6.7302,1.0742,0.7351,0.5847
6086,O-sulfo-L-tyrosine,Xenobiotics,Chemical,45413,LC/MS Neg,100005384,990,260.0234,514186,,,,0.5639,0.5639,0.5639,0.5639,1.0849,0.6312,0.5639,0.9151,1.219,0.5639,3.6826,0.5639,0.5639,0.5639,1.6147,0.5639,0.5639,0.8999
216,o-Tyrosine,Amino Acid,Tyrosine Metabolism,43392,LC/MS Pos Early,100004290,2772,182.0812,91482,2370-61-8,,HMDB0006050,0.5115,1.0476,1.2054,0.89,1.662,0.7899,0.9425,0.8182,1.0546,1.2318,0.9025,1.0986,1.0073,0.8395,1.9782,1.1137,0.9927,0.597
1700,octadecadienedioate (C18:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61860,LC/MS Neg,100019982,4676,309.2071,,,,,0.4463,0.761,0.4463,0.6459,0.7478,1.291,1.1312,0.565,0.9638,1.194,1.1259,1.6413,1.2445,0.4463,1.2223,1.0166,0.9834,0.5769
1917,octadecanedioylcarnitine (C18-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61867,LC/MS Pos Late,100005998,1227,458.3476,,123233-50-1,,,1.5348,1.0921,1.2513,1.1751,0.7409,1.2748,0.5021,0.8864,0.7022,0.8973,1.2123,0.7957,1.1444,1.1776,0.8511,0.5803,1.008,0.992
1699,octadecenedioate (C18:1-DC),Lipid,"Fatty Acid, Dicarboxylate",61861,LC/MS Neg,100019978,4875,311.2228,9543674,,,,0.7088,0.6639,0.8853,0.7518,1.0799,1.2146,1.5465,1.0045,0.9523,0.5282,1.026,0.9955,1.5684,0.9051,1.5374,1.5374,1.9394,0.654
1918,octadecenedioylcarnitine (C18:1-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61865,LC/MS Pos Late,100005996,1180,456.332,,251981-06-3,,,1.8353,0.7751,0.9966,1.2757,0.6812,1.1703,0.592,0.8546,0.8705,0.6547,1.2016,0.8213,1.4019,1.046,1.0034,0.7783,1.3532,1.0639
1533,oleate/vaccenate (18:1),Lipid,Long Chain Monounsaturated Fatty Acid,52285,LC/MS Neg,100008930,5655,281.2486,637517;445639;5281127;5282761,,"C01712,C08367,C00712,C21944","HMDB0000207,HMDB0000573,HMDB0003231,HMDB0240219",0.4975,0.7031,0.7305,1.0996,1.2963,0.9443,1.8929,0.8849,1.799,1.2319,0.958,9.3479,1.4333,0.866,4.0025,1.042,0.7498,0.6532
2159,oleoyl ethanolamide,Lipid,Endocannabinoid,38102,LC/MS Pos Late,1137,1661,326.3054,5283454,11-58-0;111-58-0,,HMDB0002088,0.4817,1.4507,0.7161,0.8043,2.5884,1.3857,1.682,1.048,3.5887,0.3859,0.6296,1.8986,1.2292,0.2311,1.4063,0.8161,0.952,0.4242
2929,oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*,Lipid,Diacylglycerol,54970,LC/MS Pos Late,100010944,2819,634.5405,14275403,,,HMDB0007220,0.2476,0.343,0.2476,1.3914,0.2476,0.2476,0.2476,0.2476,0.2476,0.2476,0.2476,0.4206,1.2769,1,0.2476,0.2476,0.2476,1.3013
2926,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],Lipid,Diacylglycerol,46798,LC/MS Pos Late,100002989,3115,636.5562,14275396,106292-55-1,,HMDB0007219,1.155,0.2473,0.2473,1.6639,0.2473,1.3387,2.9089,0.2473,0.4131,0.2473,0.2473,0.3688,0.6107,1.3013,1.8895,0.8339,0.2473,0.845
2927,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Lipid,Diacylglycerol,46799,LC/MS Pos Late,100002990,3223,636.5562,71433693,104346-53-4,,HMDB0007219,1.29,0.2903,0.0688,1.3907,0.3305,1.3853,3.2757,0.2256,2.6514,0.0784,0.0688,0.9517,1.184,0.9304,3.0866,1,0.4133,1.406
1886,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",35160,LC/MS Pos Late,100001501,1423,426.3578,6441392,38677-66-6,,HMDB0005065,0.6018,0.9781,0.7639,0.8167,1.1946,1.0559,0.6114,1.8435,2.1776,0.5097,0.9636,1.0582,2.3221,0.9164,1.0219,0.6607,1.5036,1.06
1944,oleoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53260,LC/MS Pos Late,100009331,1449,368.3523,59040790,,,HMDB0240596,0.6461,2.7187,1.6508,0.7619,1.5537,0.5259,0.7814,1.35,1.0576,1.4842,0.9267,1.3619,1.5105,0.7119,0.7559,0.6076,0.9424,1.2819
487,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800,133.0972,6262,3184-13-2,C00077,HMDB0000214,0.9247,0.3942,0.2404,1.623,1.0753,1.7409,5.0057,0.5441,1.1356,0.2227,0.8478,1.1801,0.7122,0.404,2.8867,1.6744,1.1349,0.7991
4205,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.0098,967,50887-69-9,C00295,HMDB0000226,3.1426,0.6811,0.8229,1.9373,0.7402,0.5633,0.6911,0.895,1.2192,0.5787,1.0735,1.0268,0.6173,1.4862,1.3647,1.4645,0.98,1.02
4207,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.0521,92751,314-50-1,,HMDB0000788,3.0678,0.9281,0.8496,3.2473,2.5377,1.6637,1.6932,0.7978,2.6025,0.5126,0.4507,0.6979,1.0719,0.862,3.465,1.7021,0.8785,0.5539
4353,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,20694,LC/MS Neg,100000841,603,88.988,971,144-62-7,C00209,HMDB0002329,1.0781,0.7207,0.9479,0.8086,0.9083,1.178,0.9521,0.9163,0.6187,1.1084,0.9687,1.1094,1.0103,1.4533,1.3479,1.3108,0.9897,1.1447
263,oxindolylalanine,Amino Acid,Tryptophan Metabolism,64568,LC/MS Pos Early,100022120,2756,221.0921,20977764,,,,0.569,0.8753,0.7941,0.7046,1.2976,1.1316,1.4918,2.8019,1.3974,0.3049,0.8921,1.1027,1.2835,0.7294,1.8059,1.7497,0.8973,0.8114
225,p-cresol glucuronide*,Amino Acid,Tyrosine Metabolism,48841,LC/MS Neg,100006191,2420,283.0823,154035,17680-99-8,,HMDB0011686,2.1225,0.2282,0.5938,4.1146,1.3834,1.2623,0.2269,0.2269,0.4706,0.2269,0.2269,2.1651,1.2798,1,0.5849,0.6003,0.2269,0.2269
4549,p-cresol sulfate,Xenobiotics,Benzoate Metabolism,36103,LC/MS Neg,100001315,2890,187.0071,4615423,3233-57-7,,HMDB0011635,2.2271,0.7671,2.0538,4.3106,3.8875,2.7064,0.5082,0.4663,0.8919,0.4468,0.7864,1.6547,1.7034,1.0891,1.3243,0.9109,0.5723,0.6452
4507,p-hydroxybenzaldehyde,Xenobiotics,Benzoate Metabolism,17665,LC/MS Neg,1276,2040,121.0295,126,123-08-0,C00633,HMDB0011718,2.3907,0.8875,1.0999,1.9716,1.0271,1.9045,1.4502,0.8327,0.615,0.8179,0.6929,0.7902,0.5547,1.1918,1.3002,1.4151,0.6204,0.9729
1510,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,1336,LC/MS Neg,424,5618,255.233,985,57-10-3,C00249,HMDB0000220,0.527,0.6845,0.7362,1.1745,1.0485,1.079,1.6664,0.8902,1.0604,1.0135,0.9796,3.3756,1.522,0.9865,2.7042,0.8986,0.6328,0.5839
1529,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33447,LC/MS Neg,452,5475,253.2173,445638,373-49-9,C08362,HMDB0003229,0.6829,0.8063,0.966,1.7619,1.7046,0.9683,1.6667,0.7331,1.8062,0.5371,0.8558,37.4802,1.1952,0.6882,4.6046,1.3146,1.0317,0.8413
2191,palmitoleoyl ethanolamide*,Lipid,Endocannabinoid,57541,LC/MS Pos Late,100015862,1546,298.2741,9835868,,,HMDB0013648,0.5127,1.2623,0.6041,0.5941,2.0684,0.9053,1.52,0.5127,2.5241,0.5127,0.5127,1.0442,0.5127,0.5127,1.1422,0.6171,0.9558,0.5127
1885,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",53223,LC/MS Pos Late,100009406,1357,398.3265,71464547,,,,0.8514,0.9527,0.7455,1.0998,1.2163,1.4541,0.7905,1.775,2.2111,0.5774,0.9558,1.0517,2.2429,1.0442,0.917,0.5855,1.5273,0.9429
3099,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Lipid,Dihydrosphingomyelins,52434,LC/MS Pos Late,100008954,2290,705.5905,9939965,,,HMDB0010168,0.8188,0.2895,0.2011,0.7217,4.8878,0.989,5.5846,1.011,8.9769,0.2306,0.5268,2.4061,5.0212,0.2283,14.5965,5.6802,2.0676,0.936
2162,palmitoyl ethanolamide,Lipid,Endocannabinoid,38165,LC/MS Pos Late,1489,1643,300.2897,4671,544-31-0,C16512,HMDB0002100,0.7019,1.4638,0.8137,0.9371,2.4357,1.3466,1.8404,0.961,2.8987,0.5467,0.7917,1.9172,1.1633,0.4524,1.954,0.9503,1.039,0.5543
3103,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingomyelins,37506,LC/MS Pos Late,100002107,2168,703.5749,9939941,6254-89-3,,HMDB0010169,0.9959,0.4221,0.1967,0.7587,4.4872,1.0041,6.1631,0.8372,11.4783,0.1417,0.4844,2.3725,4.2862,0.1295,11.6232,3.9229,1.16,0.7021
2907,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,Lipid,Diacylglycerol,52634,LC/MS Pos Late,100009055,3197,610.5405,131801744,,,HMDB0007103,1,0.1755,0.1029,1.1862,0.3924,1.3164,2.9129,0.1029,3.7346,0.1029,0.1029,0.4192,1.2166,0.7466,3.1162,0.7986,0.3639,1.1841
1864,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",44681,LC/MS Pos Late,100000776,1425,400.3421,461,6865-14-1,C02990,HMDB0000222,0.8002,0.981,0.6393,1.0059,1.2768,1.3922,0.9941,1.315,2.3533,0.513,0.8201,1.0991,2.1033,0.9434,1.5868,0.95,1.272,0.7504
1943,palmitoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),52944,LC/MS Pos Late,100009233,1482,342.3367,151731,,,HMDB0240592,0.3979,1.893,1.2064,0.5145,1.2033,0.5677,0.4575,1.5935,1.2686,0.9205,0.8345,1.0795,1.439,0.5155,0.6293,0.5734,1.188,1.4552
4335,pantetheine,Cofactors and Vitamins,Pantothenate and CoA Metabolism,57555,LC/MS Pos Early,100001495,2056,279.1373,439322,496-65-1,C00831,HMDB0003426,0.2954,1.277,0.7065,0.2194,2.5704,0.3504,1.4167,3.1816,4.5242,0.6512,1.7733,1.4315,1.0356,0.9644,0.5456,0.8857,1.0699,0.7612
4333,pantothenate (Vitamin B5),Cofactors and Vitamins,Pantothenate and CoA Metabolism,1508,LC/MS Pos Early,1024,1667,220.118,6613,137-08-6,C00864,HMDB0000210,0.1781,0.4555,0.4019,0.4711,1.0926,0.277,0.7416,1.3694,2.1056,1.0869,1.611,2.5662,1.097,1.3208,1.7896,0.8673,0.9131,0.5666
1863,pentadecanoylcarnitine (C15)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57522,LC/MS Pos Late,100015842,1362,386.3265,123132011,,,HMDB0062517,0.9974,0.4877,0.5359,0.8066,0.8201,1.0026,0.5276,1.193,1.2503,0.6553,2.0973,1.4269,2.2057,1.826,0.8873,0.8473,1.5391,1.3574
6419,pentose acid*,Partially Characterized Molecules,Partially Characterized Molecules,63264,LC/MS Polar,100021467,2180,165.0405,7991,,C00803,HMDB0000892,1.3958,1.7731,1.5058,1.4553,0.912,1.2428,1.4924,0.6466,0.727,1.5545,0.4306,0.562,0.3921,1.2068,0.8554,1.088,0.6652,0.1372
191,phenol glucuronide,Amino Acid,Tyrosine Metabolism,52747,LC/MS Neg,100006679,1800,269.0667,87235,17685-05-1,,HMDB0060014,5.5652,0.888,1.0565,4.662,1.5421,1.5796,0.7066,0.3584,1.9317,0.8633,1.1776,0.7305,0.93,0.9435,1.9974,1.5271,0.3052,0.7547
190,phenol sulfate,Amino Acid,Tyrosine Metabolism,32553,LC/MS Neg,100001510,2156,172.9914,74426,937-34-8,C02180,HMDB0060015,1.9535,0.5872,1.0108,1.0653,2.2487,0.8751,0.816,0.4672,1.4275,0.5235,1.2176,0.9892,1.1651,0.8565,2.2685,1.1045,0.3278,0.539
1190,phenylacetylglycine,Peptide,Acetylated Peptides,33945,LC/MS Neg,100001275,2375,192.0666,68144,500-98-1,C05598,HMDB0000821,0.7469,0.4663,0.4663,1.1182,1.2977,0.4663,0.4663,0.6552,1.0429,0.4663,0.4663,0.6397,3.1714,1.0241,0.9391,5.1476,0.9759,0.4663
1197,phenylacetyltaurine,Peptide,Acetylated Peptides,63154,LC/MS Neg,100008932,2494,242.0493,2179693,33953-90-1,,,3.9462,0.6069,0.661,3.412,1.4766,0.9688,0.6463,0.6069,2.0047,0.6069,0.6069,0.9761,0.9425,1.3068,1.5099,1.0239,0.7622,0.6069
140,phenylalanine,Amino Acid,Phenylalanine Metabolism,64,LC/MS Pos Early,460,2878,166.0863,6140,63-91-2,C00079,HMDB0000159,0.7162,1.1353,0.9005,0.8327,1.4623,0.9167,1.356,1.0475,1.7343,0.8445,0.9525,1.2782,1.2252,0.5623,1.942,1.2064,0.946,0.7626
921,phenylalanylalanine,Peptide,Dipeptide,41374,LC/MS Pos Early,100003589,2909,237.1234,5488196,3918-87-4,,HMDB0028988,0.5621,1.1684,1.1072,0.1985,0.9809,0.5038,0.7539,1.1058,2.0827,2.5846,1.8702,1.0537,0.8881,1.4637,0.4682,0.6473,0.4022,1.0191
926,phenylalanylglycine,Peptide,Dipeptide,41370,LC/MS Pos Early,100003588,2898,223.1077,6992304,721-90-4,,HMDB0028995,0.5252,1.722,1.2975,0.1695,1.5408,0.53,0.4365,1.0856,2.0165,1.7714,1.4499,1.3803,1.0146,0.9382,0.2947,0.5606,0.3685,0.9854
151,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,22130,LC/MS Neg,100000774,2208,165.0557,3848,828-01-3,C05607,"HMDB0000779,HMDB0000563",1.6509,0.1641,0.3765,4.765,1.3735,0.9288,0.2528,0.3679,0.6734,1.9023,0.5581,0.1641,1,1.1685,2.4451,1.6013,3.2462,0.9456
4557,phenylpropionylglycine,Xenobiotics,Benzoate Metabolism,35434,LC/MS Neg,100001591,2945,206.0823,152323,56613-60-6,,HMDB0000860,1.1876,0.279,0.5043,2.107,2.0609,0.736,0.7598,1.5578,1.3937,0.3373,0.3679,0.279,0.7981,0.9218,1.0782,1.5986,1.2795,0.279
150,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,566,LC/MS Neg,241,2515,163.0401,997,156-06-9,C00166,HMDB0000205,1.0494,0.5333,0.7443,1.1774,1.4608,0.989,0.9708,0.9273,1.2351,1.5713,1.011,0.8662,0.409,1.2332,2.0112,1.3048,0.6861,0.9189
4992,pheophorbide A,Xenobiotics,Food Component/Plant,35879,LC/MS Pos Late,100001689,1562,593.2759,253193,15664-29-6,C18021,,0.7004,0.7519,1.2481,0.7444,0.7004,0.7004,1.3378,1.3662,1.2838,0.7004,0.7004,0.7004,0.7004,0.7004,0.7004,0.7004,0.7105,0.7004
1468,phosphate,Energy,Oxidative Phosphorylation,42109,LC/MS Neg,461,608,96.9696,1061,7664-38-2,C00009,HMDB0001429,0.7269,0.6766,0.8058,0.8456,0.9489,0.9246,1.0847,1.1333,1.1299,0.9823,0.8993,1.18,1.0841,1.0448,1.1928,0.7902,1.0177,1.0532
2238,phosphoethanolamine (PE),Lipid,Phospholipid Metabolism,1600,LC/MS Pos Early,1026,700,142.0264,1015,1071-23-4,C00346,HMDB0000224,0.2241,1.6883,0.4704,0.2241,4.55,0.7365,1,0.2241,5.6652,0.2241,0.2601,1.7586,1.802,0.2241,0.871,1.2415,0.2241,0.4794
3003,phytosphingosine,Lipid,Sphingolipid Synthesis,1510,LC/MS Pos Late,469,1367,318.3003,122121,554-62-1,C12144,HMDB0004610,0.4517,1.0861,0.7175,2.7915,1.298,0.8709,0.853,3.6111,4.4466,0.3337,0.7029,0.9139,3.1206,0.3219,2.6444,0.7151,2.7842,1.5725
282,picolinate,Amino Acid,Tryptophan Metabolism,1512,LC/MS Pos Early,1022,910,124.0393,1018,98-98-6,C10164,HMDB0002243,4.1691,0.5999,0.5999,1.2507,0.71,0.822,0.5999,1.8742,0.5999,0.5999,1.0655,2.2206,0.5999,0.7467,1.1823,0.9345,0.6718,0.5999
1914,pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",53224,LC/MS Pos Early,100009407,2773,304.1755,,,,,0.6648,0.277,0.325,1.9926,1,1.2763,2.0601,2.1046,0.8726,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277,0.277
131,pipecolate,Amino Acid,Lysine Metabolism,1444,LC/MS Pos Early,1025,2200,130.0863,,4043-87-2,,,0.7022,1.0777,0.5376,1.0612,2.0009,0.9388,1.4103,0.8535,2.4828,0.844,0.9168,1.2384,1.5292,0.8026,2.404,2.861,0.9039,0.6673
515,prolylhydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,35127,LC/MS Pos Early,100001167,2128,229.1183,11902893,18684-24-7,,HMDB0006695,1.5372,0.3984,0.8519,2.0274,0.9419,1.603,1.8042,0.8523,0.8869,1.0581,0.3791,0.8769,0.6657,1.1728,1.6794,1.0825,1.1283,0.6338
495,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1898,LC/MS Pos Early,480,1603,116.0706,145742;614;8988,147-85-3,"C00148,C000763","HMDB0000162,HMDB0003411",0.6114,0.8334,0.5624,0.9123,1.5503,0.8709,1.3921,1.1653,2.1085,0.437,0.5862,1.3174,1.3597,0.4195,2.8097,1.3024,1.0877,0.7464
947,prolylglycine,Peptide,Dipeptide,40703,LC/MS Pos Early,100003674,2136,173.0921,6426709,2578-57-6,,HMDB0011178,0.8559,0.7597,0.9594,0.7924,1.3046,0.8647,0.9142,1.0184,1.1719,0.9229,0.9816,1.141,0.8692,1.255,2.0191,1.1383,1.0831,1.3244
1771,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32452,LC/MS Pos Early,100001162,2590,218.1387,107738,17298-37-2,C03017,HMDB0000824,0.3314,0.3471,0.2774,0.6619,3.2832,1.6849,1.6808,1.3554,2.0638,0.1474,0.3067,1.0296,1.2752,0.2623,4.8467,1.916,0.9607,0.9704
4403,protoporphyrin IX,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,39321,LC/MS Pos Late,100000292,1417,563.2653,4971,553-12-8;50865-10-5,C02191,HMDB0000241,1.6405,1.3403,0.9514,1.6304,0.8348,1.674,1.0855,0.6008,1.8966,0.9545,1.0777,0.8201,1.1834,1.0455,0.6925,0.6406,0.7156,0.5062
4219,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Neg,821,1100,243.0623,15047,1445-07-4,C02067,HMDB0000767,0.6438,0.593,0.6595,0.8896,0.727,0.7583,0.6015,0.9599,0.8594,1.1154,1.1748,1.4274,1.2314,1.3623,1.3093,1.1403,1.2698,1.0401
