PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
5124,N-acetylpyrraline,Xenobiotics,Food Component/Plant,48438,LC/MS Neg,100006120,2545,295.1299,,,C01227,,1095399.00,568415.00,881356.00,1134191.00,1651924.88,953233.94,250636.00,662464.00,552732.00,581796.00,454511.00,559141.00,692023.94,999236.00,663435.00,829677.00,1187417.00,406286.00
11,N-acetylserine,Amino Acid,"Glycine, Serine and Threonine Metabolism",37076,LC/MS Pos Early,100001851,800,148.0604,65249,97-14-3,,HMDB0002931,3852939.00,1955702.13,2300946.00,5999881.00,10507691.00,6181786.00,4045462.00,5309512.00,8732462.00,2341988.00,1898738.00,2538693.00,5225761.00,4214228.00,9433916.00,5464613.00,5922700.00,9277166.00
473,N-acetyltaurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",48187,LC/MS Neg,100005466,800,166.018,159864,,,HMDB0240253,3010081.00,790891.00,992977.00,3290914.00,2863106.00,1869668.00,1446469.00,1507065.13,3171159.00,549394.00,1071695.00,982870.00,1501066.13,1350900.00,2896617.00,1786545.00,1067770.00,1038297.00
18,N-acetylthreonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",33939,LC/MS Neg,100001274,821.6,160.0615,152204,17093-74-2,,HMDB0062557,4091346.00,1150212.00,2030737.00,7544574.00,5381072.00,5120157.00,4752738.00,3655170.00,6002661.00,2325108.00,1817996.00,2592676.00,4121958.00,3340077.00,9859622.00,5114879.00,6017100.50,8521921.00
255,N-acetyltryptophan,Amino Acid,Tryptophan Metabolism,33959,LC/MS Neg,100001254,2630,245.0932,439917;700653,1218-34-4,C03137,HMDB0013713,430124.00,305198.00,437140.00,424063.00,487421.00,418885.00,319367.00,416508.00,237240.00,480878.00,493875.00,484161.00,362222.00,638333.00,477667.00,507512.00,436721.00,632685.00
163,N-acetyltyrosine,Amino Acid,Tyrosine Metabolism,32390,LC/MS Neg,100001104,1680,222.0772,68310,537-55-3,,HMDB0000866,368182.97,352959.00,364376.00,401831.00,344234.00,416098.00,280884.00,337233.00,172753.00,392195.03,356058.00,514656.03,279295.00,465171.00,340770.00,508675.00,354682.00,607327.00
417,N-acetylvaline,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1591,LC/MS Neg,1084,1704,158.0823,66789,96-81-1,,HMDB0011757,462121.00,266053.00,334904.00,651744.00,408672.00,445430.03,362322.00,461715.03,275513.00,354900.00,301602.00,402359.00,357464.00,478405.00,629959.00,600312.00,468393.00,582478.00
509,N-alpha-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,32984,LC/MS Pos Early,100000285,2000,175.1077,439232,09/08/6205,C00437,HMDB0003357,757694.00,294232.00,839230.06,634575.00,560471.00,484825.97,348803.00,700600.00,565154.00,1021579.94,1718750.00,3416348.75,1214316.00,2095261.00,829781.00,1547639.00,1572670.00,2558115.00
35,N-carbamoylalanine,Amino Acid,Alanine and Aspartate Metabolism,52340,LC/MS Pos Early,100006369,950,133.0608,426409,77340-50-2,,,537184.00,243682.00,476182.00,529264.00,313739.00,342078.00,434176.00,492149.00,406003.00,309087.00,285025.00,345602.00,343415.00,480355.03,387359.00,432270.97,403485.00,272886.00
4203,N-carbamoylaspartate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1594,LC/MS Polar,1108,3800,175.036,93072,923-37-5,C00438,HMDB0000828,,,,36153.00,39201.00,,,57548.00,,85660.00,186063.00,78336.00,,153687.00,,,78933.00,105445.00
542,N-carbamoylputrescine,Amino Acid,Polyamine Metabolism,63854,LC/MS Pos Early,100021503,2015,132.1131,502,,C00436,HMDB0033458,1918436.88,212367.00,755182.00,,1159479.00,166576.00,563173.00,2599926.00,1248476.00,2659524.00,4327798.00,1553392.00,1335741.00,3960241.00,1453216.00,5139574.00,5528435.00,7966675.50
508,N-delta-acetylornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43249,LC/MS Polar,100004523,2719.9,173.0932,9920500,,C00437,HMDB0003357,450039.97,517888.00,549433.00,400526.00,539196.00,404274.00,294860.00,204791.00,351454.00,485269.00,509052.00,430104.00,314889.00,469577.97,602071.00,359647.00,426442.00,354733.00
274,N-formylanthranilic acid,Amino Acid,Tryptophan Metabolism,43549,LC/MS Polar,100004561,900,164.0353,101399,3342-77-6,C05653,HMDB0004089,655364.00,,393530.00,536319.00,536203.00,418818.00,489683.00,484090.00,458139.00,415222.00,539676.00,552292.00,362872.00,539162.00,726671.00,600589.00,430288.00,469089.00
437,N-formylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",2829,LC/MS Neg,194,1543.8,176.0387,439750,4289-98-9,C03145,HMDB0001015,741307.00,251536.98,413865.00,925290.00,1376505.00,562920.00,718728.00,2317343.00,1600171.00,1453744.00,3410956.00,3481851.00,2525032.00,2542198.00,2228027.00,1880250.88,2415461.00,3701536.00
227,N-formylphenylalanine,Amino Acid,Tyrosine Metabolism,48433,LC/MS Neg,100006056,2360,192.0666,7064571;759256,13200-85-6,,HMDB0240317,177708.00,212865.00,261987.98,172913.00,173136.00,320928.00,193310.00,177254.00,91416.00,509242.00,346504.00,267646.00,163074.00,253703.00,311078.00,218619.00,231636.00,195322.00
1434,N-glycolylneuraminate,Carbohydrate,Aminosugar Metabolism,37123,LC/MS Polar,100001491,3327.5,324.0936,123802,1113-83-3,C03410,HMDB0000833,353267.00,,,374352.00,184196.00,99573.00,,139117.00,267234.00,,92331.00,,39374.00,,120998.00,,,55302.00
1827,N-linoleoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),32462,LC/MS Neg,1506,5510,336.2544,6433346,06/03/2764,,,24375.00,55961.00,51797.00,54056.00,64353.00,57472.00,139401.00,,143740.00,91550.00,69817.00,106619.00,86441.99,,579338.00,68948.00,78443.00,
1737,N-linoleoylserine*,Lipid,"Fatty Acid, Amide",61823,LC/MS Neg,100019958,5492,366.265,,,,,86162.00,88381.00,78847.00,92573.00,111725.00,123460.99,123925.00,71246.00,162519.00,129761.00,63717.00,,75021.00,58595.00,431229.00,104153.00,94780.99,87692.00
2177,N-linoleoyltaurine*,Lipid,Endocannabinoid,61826,LC/MS Neg,100005814,5505,386.2371,52922081,,,,101432.01,155324.00,97282.00,93317.00,164119.00,172649.00,154352.00,266434.00,605674.00,83914.00,192749.02,185464.00,246120.02,103852.00,335053.00,99686.00,280746.00,156513.00
59,N-methyl-GABA,Amino Acid,Glutamate Metabolism,39577,LC/MS Pos Early,100003152,2109,118.0863,70703,1119-48-8,C15987,,7321125.50,12629999.00,9451235.00,6382842.00,6087735.00,8874657.00,4619771.00,5497575.00,4757317.00,11202707.00,8373770.00,7366924.00,4635867.00,13049898.00,2165537.00,5386993.00,5035328.00,1039751.00
521,N-monomethylarginine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,43586,LC/MS Pos Early,100004488,2845,189.1346,132862,53308-83-1,C03884,HMDB0029416,953723.94,1039260.00,801391.00,1753849.00,2140016.00,1311649.00,2807675.00,1020290.94,3167395.00,,582809.00,1860423.00,2388293.00,343505.00,5815781.00,1847031.00,1768277.13,777455.00
2196,N-oleoylserine,Lipid,Endocannabinoid,57664,LC/MS Neg,100015641,5600,368.2806,44190514,,,,29532.00,,,,25838.00,36890.00,,,48049.00,19263.00,26412.00,59885.00,31658.00,21815.00,174310.00,23291.00,,
3011,N-palmitoyl-phytosphingosine (t18:0/16:0),Lipid,Dihydroceramides,62881,LC/MS Pos Late,100019761,2632,556.5299,10506988,,,HMDB0010697,1979759.00,1362557.00,1244387.00,6121805.00,6923131.00,2601046.00,7336325.50,4373421.00,11096402.00,2807220.00,10434121.00,7678954.00,9559373.00,4101512.25,14570832.00,6578719.00,7607258.00,7876867.00
3031,N-palmitoyl-sphingadienine (d18:2/16:0)*,Lipid,Ceramides,57416,LC/MS Pos Late,100015609,2490,536.5037,,,,,633322.00,270424.00,,1276253.00,4157768.00,915061.00,4033736.00,522629.00,6519585.00,,344768.00,2585519.00,3024236.00,,6305385.00,2732578.00,991659.00,462888.00
3009,N-palmitoyl-sphinganine (d18:0/16:0),Lipid,Dihydroceramides,52604,LC/MS Pos Late,100009028,3090,540.535,5283572,5966-29-0,,HMDB11760,3230442.25,1687202.13,1201509.00,4628405.00,15685065.00,5720576.00,17412300.00,3662695.25,16432265.00,1618501.00,2305266.00,7460120.00,12738481.00,1308765.00,30926900.00,16840522.00,7754512.00,4082146.00
3021,N-palmitoyl-sphingosine (d18:1/16:0),Lipid,Ceramides,44877,LC/MS Pos Late,1518,2893,538.5194,5283564,24696-26-2,,HMDB0004949,30575192.00,16300230.00,7604340.00,45073168.00,128153296.00,55735704.00,176550320.00,25921900.00,202902864.00,4663902.00,13789234.00,71055512.00,98390152.00,4028697.25,221031440.00,106019784.00,34842208.00,26217518.00
6259,n-propanol glucuronide,Xenobiotics,Chemical,63814,LC/MS Polar,100021360,1784,235.0823,,,,,392068.00,371297.00,166426.00,606167.00,1360602.00,917854.00,2621032.00,988788.06,4566755.00,,510147.00,1385014.00,1563627.00,,4083078.00,1006854.00,568629.00,292333.00
3013,N-stearoyl-phytosphingosine (t18:0/18:0)*,Lipid,Dihydroceramides,63038,LC/MS Pos Late,100021237,3020,584.5612,9898642,,,,,114296.00,60544.00,2001483.00,249539.00,209113.00,552685.00,791850.00,1451182.00,93229.00,,233529.00,1772433.00,,1997431.00,599057.00,1325645.00,485303.00
3012,N-stearoyl-sphinganine (d18:0/18:0)*,Lipid,Dihydroceramides,1759,LC/MS Pos Late,922,3526,568.5663,5283573,2304-80-5,,,155309.00,,189324.00,226803.00,,,250647.00,132064.00,442509.00,193616.00,272853.00,,426731.00,278244.00,546007.00,262638.00,653120.00,103705.00
3025,N-stearoyl-sphingosine (d18:1/18:0)*,Lipid,Ceramides,54979,LC/MS Pos Late,1547,3392,566.5507,5283565,104404-17-3,,HMDB0004950,397660.97,419795.03,149879.00,2051122.00,2020658.00,1228474.00,2940275.00,818970.00,4289811.00,123964.00,267435.00,1538327.00,2815625.00,,4232931.00,1913261.00,1741510.13,602047.00
390,N-succinyl-isoleucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63414,LC/MS Neg,100021477,1335,230.1034,4153270,,,,113325.00,54199.00,99491.00,92625.00,121197.00,68228.00,64493.00,266779.00,97968.00,300258.00,479599.00,105934.00,142376.00,474365.00,145608.00,250931.00,575284.00,506274.00
339,N-succinyl-leucine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",63413,LC/MS Neg,100021476,1371,230.1034,3467259,,,,237313.00,56413.00,187778.00,139968.00,219829.00,100593.00,86892.00,504103.00,253970.00,683131.00,857982.00,207717.00,282947.00,870648.00,294618.00,592210.00,1912767.00,1038774.00
554,"N1,N12-diacetylspermine",Amino Acid,Polyamine Metabolism,52987,LC/MS Pos Early,100002132,3105,287.2442,132680,61345-83-3,C03413,HMDB0002172,139274.00,,,308678.00,79087.00,,,153184.00,69109.00,110005.00,132678.00,,,37594.00,510084.00,69201.00,642489.00,167721.00
4322,N1-Methyl-2-pyridone-5-carboxamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,40469,LC/MS Neg,100001468,1668,151.0513,69698,701-44-0,C05842,HMDB0004193,321289.00,265845.00,360648.97,410467.00,250355.98,345044.00,662434.00,420185.03,403919.00,326504.00,187645.00,264003.00,234281.00,198473.00,369219.00,517711.00,272652.00,311326.00
4151,1-methyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",15650,LC/MS Pos Early,1242,2120,282.1197,27476,15763-06-1,C02494,HMDB0003331,141998.00,1789664.88,1330267.00,458839.00,54125.00,,2419897.00,2947661.00,421304.00,592008.00,3637677.00,4471945.00,2358752.00,826941.00,2395552.00,942103.00,1168569.00,98487.00
4124,N1-methylinosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",48351,LC/MS Pos Early,100001409,1430,283.1037,650095,20245-33-4,,HMDB0002721,237347.00,925938.00,659381.94,1538367.00,,191100.00,2225713.00,953606.00,95327.99,423737.97,188645.00,669753.00,1307848.00,361103.00,1973272.13,601783.00,645043.00,
4190,"N2,N2-dimethylguanosine",Nucleotide,"Purine Metabolism, Guanine containing",35137,LC/MS Pos Early,100001412,2210,312.1303,135501639,2140-67-2,,HMDB0004824,1647474.00,2304593.00,2222563.00,1897570.00,404168.00,1655398.13,2868676.00,1673214.00,945368.00,1433168.00,808209.06,1272673.00,1031315.00,1463441.00,2596743.00,1793746.00,1491449.00,173091.00
111,"N2,N6-diacetyllysine",Amino Acid,Lysine Metabolism,48455,LC/MS Neg,100006124,1604,229.1194,91827,499-86-5,,,1039493.06,233628.98,347610.00,988692.94,612746.00,400534.00,318176.00,279619.00,524500.00,243231.98,383874.00,383950.00,274388.00,579918.00,695737.00,480423.00,417028.00,474706.00
109,"N2-acetyl,N6-methyllysine",Amino Acid,Lysine Metabolism,62954,LC/MS Pos Early,100020546,2168,203.139,,,,,120189.00,,32569.00,115842.00,126362.00,,26438.00,90704.00,,85517.00,365011.00,181121.00,35637.00,312831.00,,121213.01,153443.00,396355.00
106,N2-acetyllysine,Amino Acid,Lysine Metabolism,36751,LC/MS Neg,100001721,828.3,187.1088,92907,1946-82-3,C12989,HMDB0000446,240125.00,109835.00,153692.00,301750.00,195060.00,246208.00,173285.00,146757.00,187822.00,144578.00,264044.00,258020.00,230002.00,266980.00,294897.00,269691.00,288011.00,328993.00
116,"N6,N6,N6-trimethyllysine",Amino Acid,Lysine Metabolism,1498,LC/MS Pos Early,189,2825,189.1598,440120,23284-33-5,C03793,HMDB0001325,15611650.00,12053789.00,15911447.00,26822292.00,33347136.00,21197436.00,33929320.00,19825712.00,51966216.00,18255724.00,11111433.00,25778570.00,32656250.00,15756030.00,79300464.00,35072756.00,31585962.00,20415062.00
115,"N6,N6-dimethyllysine",Amino Acid,Lysine Metabolism,62862,LC/MS Pos Early,100020417,2831,175.1441,193344,2259-86-1,C05545,HMDB0013287,11515880.00,,,23469592.00,51276044.00,28714456.00,70070720.00,,79579168.00,,,23522050.00,43103892.00,,123834192.00,54949692.00,17557106.00,10375061.00
107,N6-acetyllysine,Amino Acid,Lysine Metabolism,36752,LC/MS Polar,100001734,2612.6,187.1088,92832,692-04-6,C02727,HMDB0000206,804353.00,778765.00,805426.00,939320.00,1239296.00,934415.00,1366278.00,527383.00,1166374.00,869455.00,706147.00,1099029.00,1020863.00,727510.00,2998612.00,1184202.00,900357.00,871460.00
4162,N6-carbamoylthreonyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",35157,LC/MS Neg,100001415,2164,411.127,161466,24719-82-2,,HMDB0041623,130710.01,94332.00,92723.00,238687.00,60920.00,139480.00,159274.00,181179.00,115593.00,126994.00,106586.00,125471.00,123747.00,146787.00,171927.00,142383.00,159222.00,79967.00
113,N6-carboxyethyllysine,Amino Acid,Lysine Metabolism,37458,LC/MS Polar,100001769,4124,217.1194,23400779,02/03/5746,,,935985.06,707016.00,1044924.00,1104205.00,1097581.00,799555.00,609986.00,567342.00,736154.00,981497.06,591542.00,766726.00,700814.00,785167.00,1683725.00,990643.94,1050011.00,969729.00
1435,N6-carboxymethyllysine,Carbohydrate,Advanced Glycation End-product,36713,LC/MS Pos Early,100001768,2500,205.1183,123800,03/04/5746,,HMDB0240347,10287835.00,8753626.00,12134712.00,14576237.00,11107700.00,8125889.00,9033812.00,6582149.00,9996520.00,10273328.00,7608831.00,8283890.00,8684087.00,7653196.00,21334422.00,11358585.00,13283342.00,12232000.00
114,N6-methyllysine,Amino Acid,Lysine Metabolism,62860,LC/MS Pos Early,100003415,2831,161.1285,164795,1188-07-4,C02728,HMDB0002038,1149260.00,977553.94,836277.00,1802623.13,3775915.00,1939565.00,3980560.25,1325343.00,4764216.00,559310.00,892039.94,1686901.13,2569088.00,750369.00,7611935.50,3713249.00,1641962.00,1473281.00
4172,N6-succinyladenosine,Nucleotide,"Purine Metabolism, Adenine containing",48130,LC/MS Polar,100001664,3421,382.1004,165243,4542-23-8,,HMDB0000912,1065218.00,1022172.00,509557.97,1640855.00,1842385.00,1142634.00,2152788.00,1249966.00,3578385.00,358559.03,403998.00,945379.00,1491289.88,492463.00,3826330.00,2351533.00,1356599.00,732583.00
4975,naringenin,Xenobiotics,Food Component/Plant,44663,LC/MS Neg,100000920,3437,271.0612,932,67604-48-2,C00509,HMDB0002670,54132.00,45022.00,107769.00,49399.00,42046.00,75900.00,24265.00,108644.99,66646.00,118033.00,283301.00,202525.00,226284.02,165365.00,60820.00,167162.00,258020.00,7165164.00
4969,naringenin 7-glucuronide,Xenobiotics,Food Component/Plant,54924,LC/MS Neg,100010898,3144,447.0933,,,,,1008620.00,285057.00,377359.03,561871.00,262933.00,387531.00,444183.00,324919.00,265866.00,293683.00,63553.00,280566.00,224218.00,352575.03,288779.00,439973.00,735983.00,498615.00
1549,nervonate (24:1n9)*,Lipid,Long Chain Monounsaturated Fatty Acid,52674,LC/MS Neg,100001231,6804,365.3425,5281120,506-37-6,C08323,HMDB0002368,,,,,37890.00,,222468.00,,238952.00,,,,86444.00,,523546.00,,,
4981,nicotianamine,Xenobiotics,Food Component/Plant,43026,LC/MS Pos Early,100004035,1800,304.1503,9882882,34441-14-0,C05324,,12412064.00,13634496.00,13608480.00,12284741.00,7032440.00,10219827.00,21746500.00,11609109.00,11531964.00,10126047.00,5504108.50,5028079.00,3327772.00,7858819.00,6107408.00,8311944.00,6134374.00,2935681.00
4302,nicotinamide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,594,LC/MS Pos Early,432,1942,123.0553,936,98-92-0,C00153,HMDB0001406,12806385.00,14708849.00,9926884.00,12763916.00,7483386.50,18244104.00,40786448.00,15717783.00,20796838.00,6781848.00,8935575.00,29131880.00,28268500.00,10215453.00,50053408.00,30863114.00,9895452.00,7734023.00
4313,nicotinamide N-oxide,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,39582,LC/MS Pos Early,100002763,877,139.0502,72661,1986-81-8,,HMDB0002730,2199607.00,1091508.00,1188624.00,2505840.00,1285798.00,1899293.00,1157523.00,724681.00,1545418.00,591403.00,180408.00,820590.00,796588.00,523493.00,712532.00,746262.00,156031.00,
4305,nicotinamide riboside,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,33013,LC/MS Pos Early,100001310,2040,255.0976,439924,1341-23-7,C03150,HMDB0000855,1590195.00,573361.00,677968.00,1543232.00,1170059.00,1383926.00,760147.00,1662044.00,867412.00,1157202.00,2097600.00,2452984.00,1877581.00,2473904.00,1130251.00,2250189.00,2198659.00,5767738.00
4299,nicotinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1504,LC/MS Pos Early,567,1673,124.0393,938,59-67-6,C00253,HMDB0001488,23469260.00,1925490.13,9324793.00,33317936.00,84279096.00,16607586.00,10011525.00,39001372.00,100980768.00,20609272.00,36934412.00,9559555.00,18938024.00,19116412.00,26098924.00,35341340.00,57817044.00,41157552.00
4300,nicotinate ribonucleoside,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,33471,LC/MS Pos Early,100001316,1536,256.0816,161233,2625-49-2,C05841,HMDB0006809,3360789.00,2600996.00,3292828.00,2189704.00,2169842.00,2031824.00,7227688.00,5538298.00,5265531.00,3304409.00,6875181.50,2421982.00,858067.00,4583402.00,1938043.13,3211706.75,2809159.00,2398703.00
1565,nisinate (24:6n3),Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),57810,LC/MS Neg,100015785,5657,355.2643,11792612,68378-49-4,,HMDB0013025,65819.00,,,308737.00,1128185.00,260848.00,893039.94,313354.00,2476803.00,,,2983464.25,829267.00,,4252590.00,503817.00,376092.97,
1516,nonadecanoate (19:0),Lipid,Long Chain Saturated Fatty Acid,1356,LC/MS Neg,892,6068,297.2799,12591,646-30-0,C16535,HMDB0000772,835696.00,1057310.00,1232583.00,2646794.00,2086475.00,2417831.00,4627641.00,2882700.00,4976165.00,1206131.00,1553237.00,4794782.00,5044052.50,1499381.00,15157514.00,2419196.00,1655549.00,1316829.00
6086,O-sulfo-L-tyrosine,Xenobiotics,Chemical,45413,LC/MS Neg,100005384,990,260.0234,514186,,,,,,,,45641.00,26554.00,23722.00,38499.00,51285.00,,154928.00,,,,67932.00,,,37857.00
216,o-Tyrosine,Amino Acid,Tyrosine Metabolism,43392,LC/MS Pos Early,100004290,2772,182.0812,91482,2370-61-8,,HMDB0006050,405600.97,830747.00,955905.00,705798.00,1317939.00,626403.00,747379.00,648842.00,836281.00,976831.06,715693.00,871180.06,798805.00,665706.00,1568675.00,883116.00,787171.00,473407.97
1700,octadecadienedioate (C18:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61860,LC/MS Neg,100019982,4676,309.2071,,,,,31392.00,53532.00,,45432.00,52603.00,90817.00,79571.00,39741.00,67798.00,83989.00,79203.00,115457.00,87540.00,,85979.00,71514.00,69174.00,40584.00
1917,octadecanedioylcarnitine (C18-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61867,LC/MS Pos Late,100005998,1227,458.3476,,123233-50-1,,,1026880.00,730686.00,837174.00,786244.00,495702.00,852903.00,335931.00,593026.00,469808.00,600339.00,811112.00,532370.00,765696.94,787876.00,569427.00,388270.00,674393.00,663725.00
1699,octadecenedioate (C18:1-DC),Lipid,"Fatty Acid, Dicarboxylate",61861,LC/MS Neg,100019978,4875,311.2228,9543674,,,,2727192.00,2554408.00,3406500.00,2892537.00,4154953.00,4673364.00,5950357.00,3865011.00,3664028.00,2032464.88,3947716.00,3830363.00,6034818.00,3482707.00,5915436.00,5915449.00,7462387.00,2516526.00
1918,octadecenedioylcarnitine (C18:1-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61865,LC/MS Pos Late,100005996,1180,456.332,,251981-06-3,,,18780412.00,7931009.00,10198169.00,13053852.00,6970354.00,11975765.00,6057820.00,8745164.00,8907925.00,6698841.00,12295494.00,8404079.00,14345676.00,10703260.00,10267222.00,7964168.00,13846670.00,10886468.00
1533,oleate/vaccenate (18:1),Lipid,Long Chain Monounsaturated Fatty Acid,52285,LC/MS Neg,100008930,5655,281.2486,637517;445639;5281127;5282761,,"C01712,C08367,C00712,C21944","HMDB0000207,HMDB0000573,HMDB0003231,HMDB0240219",217967744.00,308075808.00,320066688.00,481766816.00,567953984.00,413732320.00,829355648.00,387703232.00,788206656.00,539763648.00,419762912.00,4095735296.00,627973184.00,379445600.00,1753672960.00,456525472.00,328522688.00,286207584.00
2159,oleoyl ethanolamide,Lipid,Endocannabinoid,38102,LC/MS Pos Late,1137,1661,326.3054,5283454,11-58-0;111-58-0,,HMDB0002088,3370419.00,10149924.00,5010399.00,5627343.00,18109404.00,9694934.00,11768186.00,7332472.50,25108484.00,2700157.00,4405275.00,13283374.00,8600019.00,1616603.00,9839449.00,5709731.00,6660516.00,2967818.00
2929,oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*,Lipid,Diacylglycerol,54970,LC/MS Pos Late,100010944,2819,634.5405,14275403,,,HMDB0007220,,262361.00,,1064160.00,,,,,,,,321668.00,976585.00,764798.00,,189398.00,,995244.00
2926,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],Lipid,Diacylglycerol,46798,LC/MS Pos Late,100002989,3115,636.5562,14275396,106292-55-1,,HMDB0007219,1035839.06,,,1492223.00,,1200596.00,2608836.00,,370457.00,,,330723.00,547657.00,1167059.00,1694604.00,747906.00,221811.00,757826.00
2927,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Lipid,Diacylglycerol,46799,LC/MS Pos Late,100002990,3223,636.5562,71433693,104346-53-4,,HMDB0007219,3782250.00,851265.06,201609.02,4077636.00,968960.00,4061922.25,9604461.00,661504.00,7773965.00,229849.00,,2790588.00,3471546.00,2728085.00,9050038.00,2932072.00,1211764.00,4122365.00
1886,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",35160,LC/MS Pos Late,100001501,1423,426.3578,6441392,38677-66-6,,HMDB0005065,1635349.00,2657652.00,2075729.00,2219306.00,3246099.75,2869227.00,1661369.13,5009238.00,5917079.50,1384976.88,2618309.00,2875496.00,6309630.00,2490163.00,2776877.00,1795224.00,4085783.00,2880375.00
1944,oleoylcholine,Lipid,Fatty Acid Metabolism (Acyl Choline),53260,LC/MS Pos Late,100009331,1449,368.3523,59040790,,,HMDB0240596,95153.00,400401.00,243118.00,112215.00,228815.00,77454.01,115078.00,198818.00,155751.00,218580.00,136473.00,200578.00,222453.00,104848.00,111332.00,89489.00,138798.00,188784.02
487,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800,133.0972,6262,3184-13-2,C00077,HMDB0000214,36691380.00,15641773.00,9537777.00,64398216.00,42666364.00,69075488.00,198621744.00,21589808.00,45057704.00,8834848.00,33638336.00,46825480.00,28260660.00,16030750.00,114539392.00,66439704.00,45030936.00,31708202.00
4205,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.0098,967,50887-69-9,C00295,HMDB0000226,13141739.00,2848303.00,3441079.00,8101662.00,3095521.00,2355746.00,2890260.00,3742947.00,5098546.00,2419945.00,4489254.00,4293839.00,2581357.00,6215292.00,5707064.00,6124389.00,4098324.00,4265414.00
4207,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.0521,92751,314-50-1,,HMDB0000788,1171108.00,354276.00,324322.00,1239642.00,968742.00,635099.00,646383.00,304557.00,993482.94,195672.00,172061.00,266428.00,409207.00,329056.00,1322735.00,649756.00,335344.00,211457.00
4353,oxalate (ethanedioate),Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,20694,LC/MS Neg,100000841,603,88.988,971,144-62-7,C00209,HMDB0002329,2528115.00,1689856.00,2222812.00,1896080.00,2129898.00,2762260.00,2232571.00,2148637.00,1450664.00,2599041.00,2271574.00,2601338.00,2369008.00,3407755.00,3160625.25,3073591.00,2320729.00,2684260.00
263,oxindolylalanine,Amino Acid,Tryptophan Metabolism,64568,LC/MS Pos Early,100022120,2756,221.0921,20977764,,,,1354317.00,2083550.00,1890176.00,1677168.00,3088620.00,2693533.00,3550871.00,6669389.00,3326289.00,725734.00,2123432.00,2624691.25,3055208.75,1736156.00,4298610.00,4164833.00,2135951.00,1931446.88
225,p-cresol glucuronide*,Amino Acid,Tyrosine Metabolism,48841,LC/MS Neg,100006191,2420,283.0823,154035,17680-99-8,,HMDB0011686,221638.02,23831.00,62004.00,429659.00,144459.00,131812.00,,,49137.00,,,226086.00,133636.00,104423.00,61073.00,62689.00,23697.00,
4549,p-cresol sulfate,Xenobiotics,Benzoate Metabolism,36103,LC/MS Neg,100001315,2890,187.0071,4615423,3233-57-7,,HMDB0011635,315529.00,108685.00,290978.00,610704.00,550757.00,383437.00,72005.00,66066.00,126355.00,63301.00,111411.00,234432.00,241325.00,154297.00,187616.00,129054.00,81082.00,91414.00
4507,p-hydroxybenzaldehyde,Xenobiotics,Benzoate Metabolism,17665,LC/MS Neg,1276,2040,121.0295,126,123-08-0,C00633,HMDB0011718,515235.03,191272.00,237044.00,424915.00,221359.00,410459.00,312532.00,179452.00,132534.00,176267.00,149320.00,170293.00,119544.00,256840.98,280218.00,304967.00,133716.00,209671.00
