PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,COMP ID,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,                                      Group HMDB,CB41,CB42,CB43,CB56,CB58,CB59,CB61,CB62,CB63,CB46,CB47,CB48,CB49,CB50,CB51,CB52,CB53,CB54
6086,O-sulfo-L-tyrosine,Xenobiotics,Chemical,45413,LC/MS Neg,100005384,990,260.0234,514186,,,,327888,325920,184869,296072,219913,220452,371668,333510,356821,208679,232675,215077,250591.98,193669,162578,382593,267546,195973
1700,octadecadienedioate (C18:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",61860,LC/MS Neg,100019982,4676,309.2071,,,,,155529,124767.01,217274,123064.01,180367,131844,138733,203793,191169,202923,335024,221598.98,212287.98,282126,672554,134974,247488,924347
1699,octadecenedioate (C18:1-DC),Lipid,"Fatty Acid, Dicarboxylate",61861,LC/MS Neg,100019978,4875,311.2228,9543674,,,,4613090,2305696,6195549,3551875,6104445,5039053,5205281,5691530.5,4954887,5217427,7783636,4853239,5944644.5,8121784.5,13181808,3365753.75,9870060,27099472
1918,octadecenedioylcarnitine (C18:1-DC)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",61865,LC/MS Pos Late,100005996,1180,456.332,,251981-06-3,,,100953,,216160,187920,252707.98,178720,200926,254412,237315.02,241099,228726,169948,188037,272150,409860,83176,382374,959279.94
1852,octanoylcarnitine (C8),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Medium Chain)",33936,LC/MS Pos Late,100001247,950,288.2169,11953814;123701,3671-77-0,C02838,HMDB0000791,252371,199456,310819,311495,269929,379642,488128.03,737391.06,464826,354281,234926,345864,389781.03,313955,651269,2043846,468657.03,697173
1744,oleamide,Lipid,"Fatty Acid, Amide",32458,LC/MS Pos Late,1504,1677,282.2791,5283387,301-02-0,C19670,HMDB0002117,62543460,76283280,96940504,49992676,41410788,69019776,48056060,25276562,49693736,31653116,79126776,50775760,32695786,54797020,70768160,58003460,63766436,48713220
1533,oleate/vaccenate (18:1),Lipid,Long Chain Monounsaturated Fatty Acid,52285,LC/MS Neg,100008930,5655,281.2486,637517;445639;5281127;5282761,,"C01712,C08367,C00712,C21944","HMDB0000207,HMDB0000573,HMDB0003231,HMDB0240219",1136646528,737264384,1822332160,2340822272,986084032,1866080256,2330182144,2457959680,1344791296,1446113536,1153199872,2141433472,1879646848,2177864960,1819182080,634617856,2546503936,2803603712
2159,oleoyl ethanolamide,Lipid,Endocannabinoid,38102,LC/MS Neg,1137,6450,324.2908,5283454,11-58-0;111-58-0,,HMDB0002088,538128,1112059,733839.94,1268613,732978,681097,1310352,1420597,1571442,1834973,677035,2164519,2104987,1854398,1045589,1031836,1124019,2594052
2940,oleoyl-arachidonoyl-glycerol (18:1/20:4) [2]*,Lipid,Diacylglycerol,54961,LC/MS Pos Late,100010937,2990,660.5562,9543786,,,HMDB0007228,843280,781391,626518,732587,571286,647765,761980,1006268,805765.06,313524,442110,508170.97,694577,458779,1298637,1217466,796467.06,507929
2926,oleoyl-linoleoyl-glycerol (18:1/18:2) [1],Lipid,Diacylglycerol,46798,LC/MS Pos Late,100002989,3115,636.5562,14275396,106292-55-1,,HMDB0007219,335266,306490,270973,385898,444519,507417,1009271.06,921290.06,945900.94,309476,164858,285621,448340,422761,544632,895884.06,600136,509899
2927,oleoyl-linoleoyl-glycerol (18:1/18:2) [2],Lipid,Diacylglycerol,46799,LC/MS Pos Late,100002990,3223,636.5562,71433693,104346-53-4,,HMDB0007219,2106921,2616225,1986133,2319314,2218644,2896968,3990409,3281917,2837566,1283925,1645372,1679532,1710255,1759978,2316367.25,4442529,2801961,1484582
1886,oleoylcarnitine (C18:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",35160,LC/MS Pos Late,100001501,1423,426.3578,6441392,38677-66-6,,HMDB0005065,2435308,2693539,2683808,4731538,4457566,4900422,6924769,8526632,7046322.5,4319543,4292457,7468710,9589939,7497247,10592554,7059610.5,8561343,19899794
584,ophthalmate,Amino Acid,Glutathione Metabolism,34592,LC/MS Neg,100001311,919,288.1201,7018721,495-27-2,,HMDB0005765,2315459,3225520,345723,517416,433484,449431.97,344573,421759,394347,428440,606850,418183,231729,400844,474601,4412960,642932,621714
487,ornithine,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800,133.0972,6262,3184-13-2,C00077,HMDB0000214,133599312,187782160,143271504,294971968,166074688,115481840,153270752,148566608,364479424,232094736,126322848,257181696,206366640,270957600,93946808,202075104,149283616,420805472
4205,orotate,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.0098,967,50887-69-9,C00295,HMDB0000226,11693168,5177507,12564942,9766097,12433400,9332945,20045298,10408267,13514663,9033306,7209513,7449503,7445834,8682004,8574228,10838229,13340577,12482018
4207,orotidine,Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.0521,92751,314-50-1,,HMDB0000788,291730,177320,267237,292889,436247,250155,791310.06,700635,824968,395484,225492,376218,355005,264082,337175,499205,430723.97,566604
263,oxindolylalanine,Amino Acid,Tryptophan Metabolism,64568,LC/MS Pos Early,100022120,2756,221.0921,20977764,,,,3343595,2592905,4133690,3539346,5138270,3643566,4739346,5306126,4323170,3378522,2636668,3925881,3584766,3672796,3982887.75,2517663,4139782.25,6775882
225,p-cresol glucuronide*,Amino Acid,Tyrosine Metabolism,48841,LC/MS Neg,100006191,2420,283.0823,154035,17680-99-8,,HMDB0011686,267653,102729,145447,218264,256614,122641,302297,225027,172659,223971,911585,6012190,2966817,3311333,1174651,251699,849724,980280
4549,p-cresol sulfate,Xenobiotics,Benzoate Metabolism,36103,LC/MS Neg,100001315,2890,187.0071,4615423,3233-57-7,,HMDB0011635,4571386,1677757,3636608,5395399,4281516,1954157,3619943,2899721,3529922,2109558,6106634,62080860,47033120,21559544,17298812,4184401,10512449,15299224
4507,p-hydroxybenzaldehyde,Xenobiotics,Benzoate Metabolism,17665,LC/MS Neg,1276,2040,121.0295,126,123-08-0,C00633,HMDB0011718,3459252,7978073.5,1425696.13,818582.94,635189,616213,1960067.13,1476548.88,1218454,619199,1622004,1064657,502412.03,523656.97,1879546,5187128,1021529,1913400
1510,palmitate (16:0),Lipid,Long Chain Saturated Fatty Acid,1336,LC/MS Neg,424,5618,255.233,985,57-10-3,C00249,HMDB0000220,2758177792,2094261376,3364862720,3748978688,2236920576,2927703040,3399596032,3640688384,2536240896,2870832896,2660387072,3569184000,3116964096,3603967232,2946621184,1726106752,3817629184,3945963776
1746,palmitoleamide (16:1)*,Lipid,"Fatty Acid, Amide",62438,LC/MS Pos Late,100020753,1554,254.2478,,,,,6067759,7333423,8379532,4101823,3978309,7187242,4638895,2800235,4245805,2797405,9031670,4582620,2878796,4813765.5,7855457,5553194,5409266.5,4357701
1529,palmitoleate (16:1n7),Lipid,Long Chain Monounsaturated Fatty Acid,33447,LC/MS Neg,452,5475,253.2173,445638,373-49-9,C08362,HMDB0003229,224162096,150038064,362873184,662608384,266375600,434635008,560184192,642692736,353185056,382936064,328751936,636560960,539960000,646602432,543384704,162437472,669068352,894888960
1885,palmitoleoylcarnitine (C16:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",53223,LC/MS Pos Late,100009406,1357,398.3265,71464547,,,,643818,554570,762844.94,1566107.13,1352984,1323399.88,2096109,2723779,2603120,1419380,1169072,2652584,3307375,2633445,6482480,3293073,2922886,12221478
3099,palmitoyl dihydrosphingomyelin (d18:0/16:0)*,Lipid,Dihydrosphingomyelins,52434,LC/MS Pos Late,100008954,2290,705.5905,9939965,,,HMDB0010168,3909773,3613752.25,3949194,2941579,3528956,3464914.25,3636054,3783842.25,3151042,3245574,2661841,3282979,3223174,2927245,2507793,2940820,3422703.75,3098996
3103,palmitoyl sphingomyelin (d18:1/16:0),Lipid,Sphingomyelins,37506,LC/MS Pos Late,100002107,2168,703.5749,9939941,6254-89-3,,HMDB0010169,86053728,77097152,78669344,70217896,63419980,69642392,56832040,57275156,49372992,54787416,54252120,56951268,63454524,55982488,46963200,55010600,67986296,52819792
2907,palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,Lipid,Diacylglycerol,52634,LC/MS Pos Late,100009055,3197,610.5405,131801744,,,HMDB0007103,426558,441602,470136.97,325283,385996,396548,1089636,259753.02,485689,200887,273476,238932,280544,239415.02,412445,398203.97,496560,219340.02
1864,palmitoylcarnitine (C16),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",44681,LC/MS Pos Late,100000776,1425,400.3421,461,6865-14-1,C02990,HMDB0000222,5066177,6055958,4840048,6070706,5418667,5110137,8645239,8262510,8072634.5,5169461,5917614,6857865,8579738,6808594,9264238,7208248,8179877,14904777
4332,pantoate,Cofactors and Vitamins,Pantothenate and CoA Metabolism,63061,LC/MS Neg,100002613,1143,147.0663,5289105,470-29-1,C00522,,3049470,5624464,2893162,2931871,3271637,1668873.13,1906058.13,1475632,906222.06,2118629,1917189.13,1250049,680671,946307,640458,1248100,1558315,549271
4333,pantothenate (Vitamin B5),Cofactors and Vitamins,Pantothenate and CoA Metabolism,1508,LC/MS Neg,1024,1498.7,218.1034,6613,137-08-6,C00864,HMDB0000210,47960372,49064056,59133596,67865768,84837784,68292808,117999120,94610560,84933248,70534760,95763960,79976752,54024556,65393760,54462948,65074932,82509416,75573360
1863,pentadecanoylcarnitine (C15)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",57522,LC/MS Pos Late,100015842,1362,386.3265,123132011,,,HMDB0062517,90037,74208,68102,80468,81967,120564,134083,153564,124411,123380,158399,132465,177033,158668,225728,171686,176187,531067
6419,pentose acid*,Partially Characterized Molecules,Partially Characterized Molecules,63264,LC/MS Polar,100021467,2180,165.0405,7991,,C00803,HMDB0000892,2632073,3531523,1488869.13,1071286,2200752,1204948,2952704,1509445,2306009,1513858,809995,1136554,808646,963786,735012,2323049,1120005,1154773
191,phenol glucuronide,Amino Acid,Tyrosine Metabolism,52747,LC/MS Neg,100006679,1800,269.0667,87235,17685-05-1,,HMDB0060014,1285244,2289871,379092,1235576,1395147,1359196,2728827,727493,817673,3504905,7076885,3217832,2624332,3541596,2156871,3331216,940968,1449148
190,phenol sulfate,Amino Acid,Tyrosine Metabolism,32553,LC/MS Neg,100001510,2156,172.9914,74426,937-34-8,C02180,HMDB0060015,132965520,161083280,83918704,142511792,151343616,137218064,194082384,76301800,123416816,200914848,275368768,225974480,209908272,201688640,202355328,182400928,103273360,152753248
155,phenylacetate,Amino Acid,Phenylalanine Metabolism,57745,LC/MS Neg,100000011,2150,91.0554,999,103-82-2,C07086,HMDB0000209,102686,148961,190743.02,80573.01,199767,100234.99,408358,233139,153680,578739,1415016,942384,894615,866046,685021.06,229760,634754,860747
1184,phenylacetylcarnitine,Peptide,Acetylated Peptides,48425,LC/MS Pos Early,100006108,3092,280.1543,101724840,287108-21-8,,,,,,,,,39839,,,,,52898,50428,35128,85991,,,78639
1187,phenylacetylglutamine,Peptide,Acetylated Peptides,35126,LC/MS Neg,100001417,2330,263.1037,92258,28047-15-6,C04148,HMDB0006344,,30549,,,,,,,,,49498,60837,28357,39392,,49242,56021,
1190,phenylacetylglycine,Peptide,Acetylated Peptides,33945,LC/MS Neg,100001275,2375,192.0666,68144,500-98-1,C05598,HMDB0000821,7826751.5,12317990,3318471,9757901,4909526,2992650,13298891,9017070,4392381,10342969,27751576,16971114,16102608,14785299,7831999,23652696,17929128,4847071
1197,phenylacetyltaurine,Peptide,Acetylated Peptides,63154,LC/MS Neg,100008932,2494,242.0493,2179693,33953-90-1,,,478329,883618,205380,127791.99,201303,115642,565334,278185,229016,354217,1539367,658482,618162,532167,236696,1759056.13,615639,248739.02
140,phenylalanine,Amino Acid,Phenylalanine Metabolism,64,LC/MS Pos Early,460,2878,166.0863,6140,63-91-2,C00079,HMDB0000159,1367155200,1261783808,1589650560,1362815488,1414867712,1442680320,1356854016,1390640256,1070684352,1256778752,1402719104,1318400000,1107643904,1244148352,1490704000,1470852352,1420516224,1723634304
151,phenyllactate (PLA),Amino Acid,Phenylalanine Metabolism,22130,LC/MS Neg,100000774,2208,165.0557,3848,828-01-3,C05607,"HMDB0000779,HMDB0000563",1370416,1142862,845835,1458296,1926518.88,1349743,1849757.88,1445591,1842649.88,895006.06,1061964,778342,1325843,1091578,1469439,2052336,1916289,2807915
4557,phenylpropionylglycine,Xenobiotics,Benzoate Metabolism,35434,LC/MS Neg,100001591,2945,206.0823,152323,56613-60-6,,HMDB0000860,9279846,16733508,1598393,2827853,2294661,1315293,5258581,2596673,3266185,1573553,3312699,1338945,1527400,1380779,2251831,87493768,3821739,686571
150,phenylpyruvate,Amino Acid,Phenylalanine Metabolism,566,LC/MS Neg,241,2515,163.0401,997,156-06-9,C00166,HMDB0000205,976723,1457002,1096673,1324753,1026345,840446,1390981,687366,785038,873294,904027,1023046.94,771603,671991,972207,2195666,1085764,1464299
1468,phosphate,Energy,Oxidative Phosphorylation,42109,LC/MS Pos Early,461,576,98.9842,1061,7664-38-2,C00009,HMDB0001429,165454464,154708544,152722240,218305136,200713104,212512784,179960320,208331248,223699872,206140544,181260400,189342432,171382144,185593280,217048416,202272608,223170992,241237344
1238,phosphoenolpyruvate (PEP),Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",597,LC/MS Pos Early,463,585,168.9897,1005,10526-80-4,C00074,HMDB0000263,232133,310113.03,128337,107765,147048,132336,146719,300657,205830.02,175180,121832.99,195494,84169.01,71435,166365.02,236588,106173,158834.98
2238,phosphoethanolamine (PE),Lipid,Phospholipid Metabolism,1600,LC/MS Pos Early,1026,700,142.0264,1015,1071-23-4,C00346,HMDB0000224,3519390,2790455,6047911,5668744,10383120,6608151,5619297,25099306,15985463,13390121,5184497,10274264,4606029,5415347,4848445,2723947,8305747,11901807
282,picolinate,Amino Acid,Tryptophan Metabolism,1512,LC/MS Pos Early,1022,910,124.0393,1018,98-98-6,C10164,HMDB0002243,5110693,4825225,4209465,3207199,4539828,3393304,4241558,3230147,4411087,2917070,5055486,2538592,2965063,2764986,2351154,2457851,3400320.75,6561842
1673,pimelate (C7-DC),Lipid,"Fatty Acid, Dicarboxylate",15704,LC/MS Polar,100000101,2745,159.0663,385,111-16-0,C02656,HMDB0000857,84424,113555,,,,,92349,68453,139903,,,,,,,230022.02,,119219.01
1914,pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",53224,LC/MS Pos Early,100009407,2773,304.1755,,,,,3879890.75,2318456,541494,2247026,2850438,1813344.88,4926564,2643411,2094755.88,954615.06,754146,1227632,844027,624499,814241,2009125,1028469.06,1038939.06
131,pipecolate,Amino Acid,Lysine Metabolism,1444,LC/MS Neg,1025,1050,128.0717,,4043-87-2,,,1255876,1417841,1053704,1211409,1242416,1098963,1232334,1047712,1437992,1147608,1410694.88,1195413,1532044,1360038,840802,1343035,1005524,943860.94
515,prolylhydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,35127,LC/MS Pos Early,100001167,2128,229.1183,11902893,18684-24-7,,HMDB0006695,2596553,3936600,2405457,7981767.5,6077428,6126996,3390129.25,5181763,9943034,2254256,428784,5146472,6503581,1469137,7529769.5,10977239,12874012,7336407
495,proline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1898,LC/MS Pos Early,480,1603,116.0706,145742;614;8988,147-85-3,"C00148,C000763","HMDB0000162,HMDB0003411",879139840,709092096,1467395968,1218778624,1352773120,1143127296,1515060096,1139968256,1033614400,849079104,1240523904,1126949376,966875968,1042583168,1122932096,576474240,1360105216,1224078592
947,prolylglycine,Peptide,Dipeptide,40703,LC/MS Pos Early,100003674,2136,173.0921,6426709,2578-57-6,,HMDB0011178,1699838,1917728,2024023.13,713392,2101177,1783403.88,3598459,2345598,1537699,1702487,1692766,1673543,546018,1476323,1251329,3383600,2425091,2821474
1771,propionylcarnitine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32452,LC/MS Pos Early,100001162,2590,218.1387,107738,17298-37-2,C03017,HMDB0000824,774874624,87268824,136395648,154960240,199835888,201182832,157996576,138117488,107969616,176181008,95215976,173311168,126605696,263204096,104206304,164927600,120050408,219508192
1772,propionylglycine (C3),Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31932,LC/MS Neg,100001150,960,130.051,98681,21709-90-0,,HMDB0000783,5749464,3027015,1282668,1468791,1968506,1633485,2538278,2623194,2027798.13,2137670,3267343,2327122,2822464,3096142,857761,4967009,2510392.75,1492500.13
4219,pseudouridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Polar,821,1929,243.0623,15047,1445-07-4,C02067,HMDB0000767,978731,812583,913686,1455152,1241036,1146435,1656767,1380709,1402879.88,1018354,953738,1008458,1287566,1008210.06,1108227,1584198,1599140,1363613
4447,pyridoxal,Cofactors and Vitamins,Vitamin B6 Metabolism,1651,LC/MS Neg,491,1534.9,166.051,1050,65-22-5,C00250,HMDB0001545,990973,908583.06,1268957,1354427,2337410,983506,2507682,1758874,2014010,1525216,1497659.88,1253570,1613688.88,1587619,1041637.94,1038024,1341400,1577832
4444,pyridoxamine,Cofactors and Vitamins,Vitamin B6 Metabolism,2150,LC/MS Pos Early,568,2975,169.0972,1052,58052-48-5,C00534,HMDB0001431,532319,453532,332710,459004.97,547189,223994,571986,487423,498870.97,461527,473407,359145,359812,484455,405507,386787,454225,297238
4448,pyridoxate,Cofactors and Vitamins,Vitamin B6 Metabolism,31555,LC/MS Polar,100001121,846,182.0459,6723,82-82-6,C00847,HMDB0000017,7467930.5,8851879,2831395,4194406,6102437.5,2346077,7072622,6576639.5,7277493.5,3591009,5554795,2946502,5270842.5,4455571,5169867,12318872,3798336,4871572
5114,pyrraline,Xenobiotics,Food Component/Plant,48428,LC/MS Neg,100001767,2304,253.1194,14274616,74509-14-1,C21013,HMDB0033143,13844546,11093768,17740108,8571764,16387770,13491998,7597382,6010055,3214847,7781395,13829456,7558592,6140006,8452267,9131161,7496888,17249848,9115599
1239,pyruvate,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",48990,LC/MS Polar,823,1083,87.0088,1060,127-17-3,C00022,HMDB0000243,5948298,7768793.5,13965049,14170742,19691162,10238129,30402090,25363780,30526094,14130430,6028003,15118068,16260049,15428320,9753747,9461318,20833764,16327294
4298,quinolinate,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1899,LC/MS Pos Early,182,845,168.0291,1066,89-00-9,C03722,HMDB0000232,299938,233737.02,297178,375305,352598,290136,480199,393158,466502,111703,290800,185004,194203,184400,,370440,322825,187738
4426,retinol (Vitamin A),Cofactors and Vitamins,Vitamin A Metabolism,1806,LC/MS Pos Late,498,1636,269.2264,445354,68-26-8,C00473,HMDB0000305,2342484,4072032.25,2356759,2913311,4406201,2816389,6474678,2640316,4016337,4198774,2887192,3929259,4517752,4855730,1298740,6566419,4925688,2606043
1262,ribitol,Carbohydrate,Pentose Metabolism,15772,LC/MS Polar,100000406,1789.6,151.0612,6912,488-81-3,"C00532,C01904,C00474,C00379","HMDB0002917,HMDB0000508,HMDB0001851,HMDB0000568",54972,69977,40185,51731,84803,34482,132675,68325,116721,56849,,68294,70375,54501,52618,110261,59998,103617
4329,riboflavin (Vitamin B2),Cofactors and Vitamins,Riboflavin Metabolism,1827,LC/MS Neg,500,3160,255.0887,493570,83-88-5,C00255,HMDB0000244,506377,391442,470824,397503,632010,653411,707726,686584,488364,501115,738798,498466,517731,400499,643545,387801,616595,588180
1263,ribonate,Carbohydrate,Pentose Metabolism,27731,LC/MS Polar,100001007,2425,165.0405,5460677,03/08/5336,C01685,HMDB0000867,2347595,2397525,750618.94,697038,2466893,531293,3806103.25,1059933,3655964,1469737,710126,839795.94,1324142,908962,446141,3464376,2034190,2735057
1264,ribulose/xylulose,Carbohydrate,Pentose Metabolism,54671,LC/MS Polar,100006122,1400,195.051,151261;5289590,,,"HMDB0000621,HMDB0000751,HMDB0001644,HMDB0003371",231694,308219,222645,143417,285406,184702,338061,297576,433729,219478,252691.98,250225,246084,267754,171008,536886,232393,320564
6135,S-(3-hydroxypropyl)mercapturic acid (HPMA),Xenobiotics,Chemical,44552,LC/MS Neg,100004568,1576,220.0649,119083,23127-40-4,,,863813,823086,557645,571410,648488,446672,1608093,1100781,1018644.94,1004695,1217395,848538,854562,928895.06,1138441,2407514,654747,705835
446,S-adenosylhomocysteine (SAH),Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",42382,LC/MS Neg,197,1832.4,383.1143,439155,979-92-0,C00021,HMDB00939,56702,202756,67431,,78357,,64931,98298,123048,94815,59412,82392,86006.01,32842,85359,1144324,,63569
5985,S-carboxymethyl-L-cysteine,Xenobiotics,Drug - Other,47897,LC/MS Pos Early,100002324,1490,180.0325,193653,638-23-3,C03727,HMDB0029415,264851,166603,183186,166174,233448,230452,259190,198328,183343,144635,187951,148068,141141,150431,104070,189257,214037,147409
457,S-methylcysteine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",39592,LC/MS Polar,100002749,1942,134.0281,88180;7058174;24417,1187-84-4,,HMDB0002108,32545,25476,73851,133290,107256,93037,128237,104118,112419.01,101770,63041,85945,115438.99,90998,54070,51539,120086,79531
574,S-methylglutathione,Amino Acid,Glutathione Metabolism,33944,LC/MS Neg,100001259,1075,320.0922,115260,2922-56-7,C11347,,779432,821537,73013,163185,111081,115150,180318,160062,121389,133128,198488,145208,81747,96978,37025,1161586,135759,43102
438,S-methylmethionine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",38127,LC/MS Pos Early,100002183,2555,164.074,458,07/12/3493,C05319,HMDB0038670,,1218031,,1159082,1549878,463486,779669,1419500.13,1198505,1072760,79155,655447,1144436,914825,180925,2935838,1292687,631042
5956,salicylate,Xenobiotics,Drug - Topical Agents,1515,LC/MS Polar,501,802,137.0242,338,69-72-7,C00805,HMDB0001895,2306380,1451130,2192890,1245701,1675890,1267444,1131111,1092291,1127019,991859,1230846,1001257,690541.06,947896,1174675,936396,1211976,953906
5,sarcosine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1516,LC/MS Pos Early,1023,1280,90.055,1088,107-97-1,C00213,HMDB0000271,25888058,23741174,22163792,4406460,5653640,4031340.75,23475014,15257552,17046382,14541510,18728712,17702808,11660839,14686412,3171057,5675294,4469637,12649613
1681,sebacate (C10-DC),Lipid,"Fatty Acid, Dicarboxylate",32398,LC/MS Neg,100001211,1788,201.1132,5192,111-20-6,C08277,HMDB0000792,706315,358423,520827,330735,455341,479189,656361,548958,425271,394776,853241,480145,562996,549813,711935,448099.97,645773,942582
10,serine,Amino Acid,"Glycine, Serine and Threonine Metabolism",1648,LC/MS Pos Early,503,1239,106.0499,5951,56-45-1,C00065,HMDB0000187,67775856,56827624,189612864,145376432,174877088,163647184,187680656,162461728,138567072,118789784,166483072,182391472,128534912,154184480,126564448,49664008,206133680,223828240
287,serotonin,Amino Acid,Tryptophan Metabolism,2342,LC/MS Pos Early,504,2550,177.1022,5202,153-98-0,C00780,HMDB0000259,4017188,3238121,2455835,1137745,554905,6814415,740683,8874564,2244724,1482865,7076592,1684770,1103338,795424,4956285,765922,10660512,2500042
545,spermidine,Amino Acid,Polyamine Metabolism,485,LC/MS Pos Early,50,3355,146.1652,1102,124-20-9,C00315,HMDB0001257,6660532,8710469,8890718,9261185,13227081,7208344,7267513,46372680,25665432,20713100,7388702,17146400,6130589,5639661,13894606,7782691,11574334,12763170
552,spermine,Amino Acid,Polyamine Metabolism,603,LC/MS Pos Early,507,3350,203.223,1103,71-44-3,C00750,HMDB0001256,261043,397357,504746,1469525,821980,665424.06,541013,2790149,2099790,1584863,299719,1105942,156063,486406,586776,564760,880494,735924
3000,sphinganine,Lipid,Sphingolipid Synthesis,17769,LC/MS Pos Late,313,1413,302.3054,3126,3102-56-5,C00836,HMDB0000269,57307,73697,75684,46493,59043,87269,126676,182559,270196,68678,77185,68940,,,97613,99401.99,,111065
3001,sphinganine-1-phosphate,Lipid,Sphingolipid Synthesis,52605,LC/MS Pos Late,100001876,1431,382.2717,520,19794-97-9,,HMDB0001383,177442,220561,117814,105969,108428,106526,132341,90967,140628,95530,183576,130891.99,152620,93533,81259,256413,131674,125913
3115,"sphingomyelin (d17:1/16:0, d18:1/15:0, d16:1/17:0)*",Lipid,Sphingomyelins,52433,LC/MS Pos Late,100006314,2082,689.5592,,121999-58-4,,,6681136,6483253,7054054,4970041,4904970,4407480,4214631,3809674,3793941,4349802,5086050.5,4436805,5311266,5309081,3292523,5279490,3829723,4296535
3101,"sphingomyelin (d18:0/18:0, d19:0/17:0)*",Lipid,Dihydrosphingomyelins,57473,LC/MS Pos Late,100009027,2500,733.6218,44260130,,,HMDB0012087,162151,167458,164953,,128485,122611,103955,175937,132160,100295,113481,109390,98431,63723,75185,90923,145089,105103
3113,"sphingomyelin (d18:1/14:0, d16:1/16:0)*",Lipid,Sphingomyelins,42463,LC/MS Pos Late,100004328,1998,675.5436,11433862,,,HMDB0012097,1351830,1516830,1399590,1081657,1290132.88,1046208,1338624,1030338,1058284,1001203,1230715,1245135,1291129.13,1193130,728246,1175154,1284109,1170497
3118,"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",Lipid,Sphingomyelins,52615,LC/MS Pos Late,100008920,2350,717.5905,46891763,121999-64-2,,,1175732,1118331,1245348,713284,950041,830343,785210,716916,624640,642644,765309,745428,883716,797193.94,666851,800885.06,768349,899683.06
3119,"sphingomyelin (d18:1/18:1, d18:2/18:0)",Lipid,Sphingomyelins,37529,LC/MS Pos Late,100002106,2167,729.5905,6443882,108392-10-5,,HMDB0012101,2132881,1785406.88,1893983,1830937,1829772,1963494,1449093,1615336,1266322,1615246,1657227,1751655,1800034.88,1705956,1133335,1774099.13,2502221,1529433
3120,"sphingomyelin (d18:1/19:0, d19:1/18:0)*",Lipid,Sphingomyelins,57475,LC/MS Pos Late,100015787,2550,745.6218,,,,,438486,462984,478172,281391,294529,218793,268157,254460,212723,230337,300211,306581,354799.03,356086,197377,349997,292980,334078
3121,"sphingomyelin (d18:1/20:0, d16:1/22:0)*",Lipid,Sphingomyelins,48490,LC/MS Pos Late,100006290,2800,759.6375,44260124,,,HMDB0012102,4877299,6267064,4192405,4428588,3383706,3047139,3716772,3667485,3396516,3484494,4000225,4661017,5022987,4267123,1700750,4384707,4796793,2308093
3122,"sphingomyelin (d18:1/20:1, d18:2/20:0)*",Lipid,Sphingomyelins,48491,LC/MS Pos Late,100006292,2450,757.6218,,222403-67-0,,,925963.94,1086774,960472,617667,518828,710513.06,391370,524559,540543,612578,782641,932958,805405,670874,278109,615331,741053,398816
3124,"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",Lipid,Sphingomyelins,52495,LC/MS Pos Late,100009025,3000,773.6531,,,,,1671577,2243820,1684794,1255156,1229745,1255529,1647748,1070887,1389314,1519992,1985870,1904004.88,1999510,1888541,658532,2044932,1279559,836679
3126,"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",Lipid,Sphingomyelins,48493,LC/MS Pos Late,100006295,2775,785.6531,,,,HMDB0012104,16690990,24790060,14157194,17678848,15256641,12798462,22664442,17643246,16918440,20014212,21849732,24978032,27758816,24765716,10186697,31030804,21651208,6736910
